,seed_mof_name,seed_mof_string,seed_edge_selfies,seed_edge_smiles,seed_targets,dreamed_mof_string,dreamed_edge_selfies,dreamed_edge_smiles,dreamed_targets,dreamed_mof_name
924,lcy_N328_edge164137,[:0O_nitrile][C][C][=C][C][Branch][C][=Branch][=C][Branch][C][Branch][FrH0][pop][Ring1][=Branch][pop][:0O_nitrile][pop][:0O_nitrile][pop][=C][C][FrH0][pop][.][Fr][C][=C][N][Zn][Branch2][Ring1][O][N][C][Branch1][=C][C][N][Ring1][Branch1][C][=C][Branch1][C][Fr][C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C][Branch2][Ring1][#Branch1][N][C][=Branch1][#Branch2][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][Ring2][Ring1][Branch2][=C][C][Ring2][Ring1][N][N][C][Branch1][#C][C][N][Ring2][Ring1][=N][C][=C][Branch1][C][Fr][C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C][&&][lcy],[:0O_nitrile][C][C][=C][C][Branch][C][=Branch][=C][Branch][C][Branch][FrH0][pop][Ring1][=Branch][pop][:0O_nitrile][pop][:0O_nitrile][pop][=C][C][FrH0][pop],N#COC1=CC(=CC[Fr])C(OC#N)=C(OC#N)C1[Fr],"[-11.542452, 1.0533494]",[#Branch][O][O][O][O][:2pyrimidine][Branch][S][S][Cl][Cl][FrH0][:0isocyanate][FrH0][:1imidazole][:2benzenediol][:1pyrimidine][:2pyrimidine][:2pyridine][S][:1imidazole][pop][:2pyridine][pop][:2pyridine][pop][:1imidazole][:1pyrimidine][pop][pop][pop][:2pyridine][:1imidazole][:1pyrimidine][:2pyridine][:1methyl_amine][:0pyridine][:1methyl_amine][.][Fr][C][=C][N][Zn][Branch2][Ring1][O][N][C][Branch1][=C][C][N][Ring1][Branch1][C][=C][Branch1][C][Fr][C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C][Branch2][Ring1][#Branch1][N][C][=Branch1][#Branch2][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][Ring2][Ring1][Branch2][=C][C][Ring2][Ring1][N][N][C][Branch1][#C][C][N][Ring2][Ring1][=N][C][=C][Branch1][C][Fr][C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C][&&][lcy],[#Branch][O][O][O][O][:2pyrimidine][Branch][S][S][Cl][Cl][FrH0][:0isocyanate][FrH0][:1imidazole][:2benzenediol][:1pyrimidine][:2pyrimidine][:2pyridine][S][:1imidazole][pop][:2pyridine][pop][:2pyridine][pop][:1imidazole][:1pyrimidine][pop][pop][pop][:2pyridine][:1imidazole][:1pyrimidine][:2pyridine][:1methyl_amine][:0pyridine][:1methyl_amine],OOOOc1c([Fr])nc([Fr])nc1SSCl,"[-18.9766431582, 1.7824942190514639]",lcy_N328_N#COC1=CC(=CC[Fr])C(OC#N)=C(OC#N)C1[Fr]
925,acs_N574_edge145442,[F][O][C][Branch][C][Branch][FrH0][pop][Branch][F][pop][F][pop][Branch][C][=Branch][=C][C][Branch][O][FrH0][pop][Branch][Cl][pop][F][pop][F][pop][F][.][Fr][C][=C][C][=C][N][Branch1][Ring2][C][Ring1][=Branch1][Fe][Branch1][=C][N][C][Ring1][=Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch2][Ring1][O][N][C][Branch1][#Branch2][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][=C][N][Ring1][P][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][Branch1][#C][C][N][Ring2][Ring1][#Branch2][C][C][Branch1][C][Fr][=C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C][&&][acs],[F][O][C][Branch][C][Branch][FrH0][pop][Branch][F][pop][F][pop][Branch][C][=Branch][=C][C][Branch][O][FrH0][pop][Branch][Cl][pop][F][pop][F][pop][F],FOC(F)(C(F)=CC(F)(Cl)O[Fr])C(F)(F)[Fr],"[-9.286512, 0.81975734]",[:0propyl][C][:0benzenediol][#Branch][:2pyridine][pop][Ring2][:0pyrimidine][pop][Ring1][:0benzenediol][:0benzenediol][:0benzenediol][pop][Ring1][N][:0pyrimidine][pop][:0propyl][FrH0][pop][pop][Ring1][FrH0][pop][pop][:0benzenediol][:1pyrimidine][.][Fr][C][=C][C][=C][N][Branch1][Ring2][C][Ring1][=Branch1][Fe][Branch1][=C][N][C][Ring1][=Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch2][Ring1][O][N][C][Branch1][#Branch2][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][=C][N][Ring1][P][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][Branch1][#C][C][N][Ring2][Ring1][#Branch2][C][C][Branch1][C][Fr][=C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C][&&][acs],[:0propyl][C][:0benzenediol][#Branch][:2pyridine][pop][Ring2][:0pyrimidine][pop][Ring1][:0benzenediol][:0benzenediol][:0benzenediol][pop][Ring1][N][:0pyrimidine][pop][:0propyl][FrH0][pop][pop][Ring1][FrH0][pop][pop][:0benzenediol][:1pyrimidine],CCCc1c(Oc2ccncc2)cc([Fr])c(-c2c(O)cc([Fr])c(Nc3ncccn3)c2Oc2c(O)cccc2O)c1Oc1ncccn1,"[-17.955801518, 1.5714868346035877]",acs_N574_FOC(F)(C(F)=CC(F)(Cl)O[Fr])C(F)(F)[Fr]
926,lon_N708_edge47903,[S][=C][C][C][Branch][N][N][Branch][N][Branch][N][Branch][C][=S][pop][Ring1][=Branch][pop][FrH0][pop][C][=S][pop][FrH0][.][Fr][C][=C][N][Branch1][Branch1][C][N][Ring1][Branch1][Co][Branch1][O][N][C][=C][Branch1][C][Fr][N][C][Ring1][=Branch1][Branch1][O][N][C][=C][Branch1][C][Fr][N][C][Ring1][=Branch1][N][C][=C][Branch1][C][Fr][N][C][Ring1][=Branch1][&&][lon],[S][=C][C][C][Branch][N][N][Branch][N][Branch][N][Branch][C][=S][pop][Ring1][=Branch][pop][FrH0][pop][C][=S][pop][FrH0],S=CC1C([Fr])NN(C=S)N([Fr])N1C=S,"[-7.3221807, 0.89367944]",[:=1methyl_amine][Ring2][FrH0][FrH0][FrH0][#C][#C][:0propyl][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:0propyl][:1pyrimidine][:0benzenediol][:1methyl_amine][:1methyl_amine][:1pyrimidine][:0propyl][:4benzenealcohol][:1pyridine][:0pyridine][:1carboxylic_acid][:1pyridine][:1pyridine][:=1methyl_amine][:=1methyl_amine][:3imidazole][:=1methyl_amine][.][Fr][C][=C][N][Branch1][Branch1][C][N][Ring1][Branch1][Co][Branch1][O][N][C][=C][Branch1][C][Fr][N][C][Ring1][=Branch1][Branch1][O][N][C][=C][Branch1][C][Fr][N][C][Ring1][=Branch1][N][C][=C][Branch1][C][Fr][N][C][Ring1][=Branch1][&&][lon],[:=1methyl_amine][Ring2][FrH0][FrH0][FrH0][#C][#C][:0propyl][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:0propyl][:1pyrimidine][:0benzenediol][:1methyl_amine][:1methyl_amine][:1pyrimidine][:0propyl][:4benzenealcohol][:1pyridine][:0pyridine][:1carboxylic_acid][:1pyridine][:1pyridine][:=1methyl_amine][:=1methyl_amine][:3imidazole][:=1methyl_amine],[Fr]CN[Fr],"[-8.6658137296, 0.7782028286110245]",lon_N708_S=CC1C([Fr])NN(C=S)N([Fr])N1C=S
927,ana_N328_edge134959,[O][O][C][N][Branch][C][C][Branch][C][Branch][S][Branch][O][O][pop][Branch][FrH0][pop][Ring1][=Branch][pop][O][O][pop][Branch][O][O][pop][FrH0][pop][O][O][.][Fr][C][=C][N][Zn][Branch2][Ring1][O][N][C][Branch1][=C][C][N][Ring1][Branch1][C][=C][Branch1][C][Fr][C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C][Branch2][Ring1][#Branch1][N][C][=Branch1][#Branch2][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][Ring2][Ring1][Branch2][=C][C][Ring2][Ring1][N][N][C][Branch1][#C][C][N][Ring2][Ring1][=N][C][=C][Branch1][C][Fr][C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C][&&][ana],[O][O][C][N][Branch][C][C][Branch][C][Branch][S][Branch][O][O][pop][Branch][FrH0][pop][Ring1][=Branch][pop][O][O][pop][Branch][O][O][pop][FrH0][pop][O][O],OOC1N(OO)CC([Fr])(OO)C(OO)S1([Fr])OO,"[-14.104632, 1.2201084]",[:0propyl][C][:0benzenediol][#Branch][:0pyrimidine][Ring1][FrH0][:0benzenediol][pop][FrH0][:0pyridine][Ring1][=P][#Branch][:3imidazole][Branch][:4benzenealcohol][Ring2][:4benzenediol][Ring1][N][:1alkyne][:1carboxylic_acid][N][pop][pop][:=0amide][Branch][:1amide][Ring1][S][N][:1sulfonic_acid][Ring1][N][FrH0][pop][pop][pop][.][Fr][C][=C][N][Zn][Branch2][Ring1][O][N][C][Branch1][=C][C][N][Ring1][Branch1][C][=C][Branch1][C][Fr][C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C][Branch2][Ring1][#Branch1][N][C][=Branch1][#Branch2][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][Ring2][Ring1][Branch2][=C][C][Ring2][Ring1][N][N][C][Branch1][#C][C][N][Ring2][Ring1][=N][C][=C][Branch1][C][Fr][C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C][&&][ana],[:0propyl][C][:0benzenediol][#Branch][:0pyrimidine][Ring1][FrH0][:0benzenediol][pop][FrH0][:0pyridine][Ring1][=P][#Branch][:3imidazole][Branch][:4benzenealcohol][Ring2][:4benzenediol][Ring1][N][:1alkyne][:1carboxylic_acid][N][pop][pop][:=0amide][Branch][:1amide][Ring1][S][N][:1sulfonic_acid][Ring1][N][FrH0][pop][pop][pop],CCCc1c(O)cccc1Oc1nc([Fr])cc(-c2ncccc2Pc2nc[nH]c2-c2cccc(-c3ccc(O)c(C(=O)NSNS(=O)ON[Fr])c3ONC#CN)c2O)n1,"[-23.584128835, 4.19202337566872]",ana_N328_OOC1N(OO)CC([Fr])(OO)C(OO)S1([Fr])OO
928,sod_N310_edge59168,[Cl][C][N][C][Branch][N][Branch][C][Branch][N][Branch][FrH0][pop][Ring1][=Branch][pop][Cl][pop][FrH0][pop][Branch][Cl][pop][Cl][.][O][=C][Branch1][C][Fr][O][Fe][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][sod],[Cl][C][N][C][Branch][N][Branch][C][Branch][N][Branch][FrH0][pop][Ring1][=Branch][pop][Cl][pop][FrH0][pop][Branch][Cl][pop][Cl],ClC1NC(Cl)(Cl)N([Fr])C(Cl)N1[Fr],"[-13.400409, 1.6043693]",[:0propyl][C][:1methyl_amine][Ring1][C][Branch][Cl][pop][N][Branch][FrH0][pop][C][Branch][:0propyl][pop][:0benzenediol][Ring1][FrH0][pop][Ring1][:1imidazole][pop][pop][pop][.][O][=C][Branch1][C][Fr][O][Fe][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][sod],[:0propyl][C][:1methyl_amine][Ring1][C][Branch][Cl][pop][N][Branch][FrH0][pop][C][Branch][:0propyl][pop][:0benzenediol][Ring1][FrH0][pop][Ring1][:1imidazole][pop][pop][pop],CCCCNC(Cl)N([Fr])C(CCC)c1c(O)ccc(-n2ccnc2)c1O[Fr],"[-62.4487893888, 12.000187980528025]",sod_N310_ClC1NC(Cl)(Cl)N([Fr])C(Cl)N1[Fr]
929,pcu_N598_edge175545,[P][C][=C][Branch][C][=Branch][=C][Branch][C][Branch][C][Branch][O][FrH0][pop][P][pop][Branch][P][pop][P][pop][Ring1][Ring2][pop][P][pop][:1alkyne][Ring1][FrH0][pop][.][Fr][C][=N][Cd][Branch1][Ring2][N][=C][Fr][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][pcu],[P][C][=C][Branch][C][=Branch][=C][Branch][C][Branch][C][Branch][O][FrH0][pop][P][pop][Branch][P][pop][P][pop][Ring1][Ring2][pop][P][pop][:1alkyne][Ring1][FrH0][pop],PC1=C(C#C[Fr])C(P)=C1C(P)(P)C(P)O[Fr],"[-8.019065, 0.69971347]",[:0propyl][:0amide][:4benzenediol][:0methyl][:0methyl][:0propyl][:0pyrimidine][pop][:0propyl][FrH0][Ring2][Ring2][Ring2][=S][:0benzenealcohol][FrH0][:0pyrimidine][N][S][:4benzenealcohol][FrH0][S][:=1methyl_amine][:2pyrimidine][:=1methyl_amine][:=1methyl_amine][:0benzenealcohol][:0benzenealcohol][:2pyridine][:2benzenealcohol][:2pyrimidine][:2pyrimidine][:2pyrimidine][:2pyrimidine][:2pyrimidine][SH2][:0benzenediol][S][.][Fr][C][=N][Cd][Branch1][Ring2][N][=C][Fr][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][pcu],[:0propyl][:0amide][:4benzenediol][:0methyl][:0methyl][:0propyl][:0pyrimidine][pop][:0propyl][FrH0][Ring2][Ring2][Ring2][=S][:0benzenealcohol][FrH0][:0pyrimidine][N][S][:4benzenealcohol][FrH0][S][:=1methyl_amine][:2pyrimidine][:=1methyl_amine][:=1methyl_amine][:0benzenealcohol][:0benzenealcohol][:2pyridine][:2benzenealcohol][:2pyrimidine][:2pyrimidine][:2pyrimidine][:2pyrimidine][:2pyrimidine][SH2][:0benzenediol][S],CCCc1cc([Fr])c(O[Fr])cc1OCC,"[-18.7475984328, 1.493913734425131]",pcu_N598_PC1=C(C#C[Fr])C(P)=C1C(P)(P)C(P)O[Fr]
930,lvt_N328_edge83500,[:0methyl_amine][Ring1][C][Branch][C][C][Branch][C][C][Branch][O][FrH0][pop][O][pop][:1methyl_amine][pop][C][O][FrH0][pop][.][Fr][C][=C][N][Zn][Branch2][Ring1][O][N][C][Branch1][=C][C][N][Ring1][Branch1][C][=C][Branch1][C][Fr][C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C][Branch2][Ring1][#Branch1][N][C][=Branch1][#Branch2][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][Ring2][Ring1][Branch2][=C][C][Ring2][Ring1][N][N][C][Branch1][#C][C][N][Ring2][Ring1][=N][C][=C][Branch1][C][Fr][C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C][&&][lvt],[:0methyl_amine][Ring1][C][Branch][C][C][Branch][C][C][Branch][O][FrH0][pop][O][pop][:1methyl_amine][pop][C][O][FrH0][pop],NCC(CO[Fr])CC(CN)CC(O)O[Fr],"[-11.774629, 1.0634563]",[:0propyl][=Ring2][:1methyl_amine][Ring1][:1imidazole][Branch][:0benzenediol][Branch][FrH0][pop][Ring2][:0propyl][pop][Ring1][:0benzenediol][:0benzenediol][FrH0][:=1methyl_amine][pop][pop][:1imidazole][pop][:2imidazole][:0pyridine][.][Fr][C][=C][N][Zn][Branch2][Ring1][O][N][C][Branch1][=C][C][N][Ring1][Branch1][C][=C][Branch1][C][Fr][C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C][Branch2][Ring1][#Branch1][N][C][=Branch1][#Branch2][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][Ring2][Ring1][Branch2][=C][C][Ring2][Ring1][N][N][C][Branch1][#C][C][N][Ring2][Ring1][=N][C][=C][Branch1][C][Fr][C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C][&&][lvt],[:0propyl][=Ring2][:1methyl_amine][Ring1][:1imidazole][Branch][:0benzenediol][Branch][FrH0][pop][Ring2][:0propyl][pop][Ring1][:0benzenediol][:0benzenediol][FrH0][:=1methyl_amine][pop][pop][:1imidazole][pop][:2imidazole][:0pyridine],CCCCNn1ccnc1-c1c(Oc2c(O)cccc2O[Fr])cc([Fr])c(-c2ccccn2)c1OCCC,"[-24.9849748448, 2.320918091640637]",lvt_N328_NCC(CO[Fr])CC(CN)CC(O)O[Fr]
931,qtz_N343_edge141858,[S][C][Branch][C][=C][C][=Branch][=C][Ring1][Ring2][pop][FrH0][pop][Branch][N][N][FrH0][pop][S][.][Fr][C][O][Co][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][O][Ring2][Ring1][#Branch2][&&][qtz],[S][C][Branch][C][=C][C][=Branch][=C][Ring1][Ring2][pop][FrH0][pop][Branch][N][N][FrH0][pop][S],SC(S)(NN[Fr])C1=CC([Fr])=C1,"[-15.110703, 1.544182]",[:0propyl][C][C][Branch][FrH0][pop][S][:0benzenediol][:0benzenediol][=N][FrH0][pop][:0benzenediol][=P][=S][:1imidazole][:2pyrimidine][:2pyridine][:2pyrimidine][:2pyridine][:2benzenealcohol][=P][=P][.][Fr][C][O][Co][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][O][Ring2][Ring1][#Branch2][&&][qtz],[:0propyl][C][C][Branch][FrH0][pop][S][:0benzenediol][:0benzenediol][=N][FrH0][pop][:0benzenediol][=P][=S][:1imidazole][:2pyrimidine][:2pyridine][:2pyrimidine][:2pyridine][:2benzenealcohol][=P][=P],CCCC([Fr])Sc1c(O)ccc(P=[SH]n2cncc2-c2ccncc2-c2ccncc2P=P)c1ON[Fr],"[-49.8814361671, 7.170545717017332]",qtz_N343_SC(S)(NN[Fr])C1=CC([Fr])=C1
932,pcu_N183_edge208571,[S][=C][C][=N][N][Branch][C][=C][Branch][C][:1methyl_amine][Ring1][=N][N][Branch][C][Branch][C][=S][pop][Branch][C][=S][pop][Ring1][=Branch][pop][FrH0][pop][pop][Ring1][Branch][pop][FrH0][.][O][Co][Branch1][C][O][Branch1][C][O][N][N][Branch1][=Branch2][C][N][Branch1][C][Fr][C][Ring1][=Branch1][Co][Branch2][Ring2][S][N][C][N][Branch1][C][Fr][C][N][Ring1][=Branch1][Co][Branch1][C][O][Branch1][C][O][Branch1][C][O][Branch1][=N][N][N][Ring1][=N][C][N][Branch1][C][Fr][C][Ring1][=Branch1][N][N][Ring2][Ring1][Ring1][C][N][Branch1][C][Fr][C][Ring1][=Branch1][Branch1][=C][N][N][Ring2][Ring2][C][C][N][Branch1][C][Fr][C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][N][Ring2][Ring2][N][Ring1][=Branch1][&&][pcu],[S][=C][C][=N][N][Branch][C][=C][Branch][C][:1methyl_amine][Ring1][=N][N][Branch][C][Branch][C][=S][pop][Branch][C][=S][pop][Ring1][=Branch][pop][FrH0][pop][pop][Ring1][Branch][pop][FrH0],S=Cc1nn([Fr])cc1C1CN=NN([Fr])C1(C=S)C=S,"[-10.127329, 1.093514]",[:0sulfonic_acid][N][:5benzenediol][N][:0propyl][pop][Branch][:0propyl][:1methyl_amine][FrH0][FrH0][:=1methyl_amine][:3benzenealcohol][N][:5benzenediol][:0propyl][:0benzenediol][:1amide][=P][=P][=P][=P][:=0methyl_amine][:=0methyl_amine][FrH0][:0benzenealcohol][S][#C][:4benzenealcohol][#N][:0propyl][:=1methyl_amine][:=1methyl_amine][:=1methyl_amine][:0propyl][:1pyrimidine][:1pyrimidine][:3benzenealcohol][:#1methyl_amine][.][O][Co][Branch1][C][O][Branch1][C][O][N][N][Branch1][=Branch2][C][N][Branch1][C][Fr][C][Ring1][=Branch1][Co][Branch2][Ring2][S][N][C][N][Branch1][C][Fr][C][N][Ring1][=Branch1][Co][Branch1][C][O][Branch1][C][O][Branch1][C][O][Branch1][=N][N][N][Ring1][=N][C][N][Branch1][C][Fr][C][Ring1][=Branch1][N][N][Ring2][Ring1][Ring1][C][N][Branch1][C][Fr][C][Ring1][=Branch1][Branch1][=C][N][N][Ring2][Ring2][C][C][N][Branch1][C][Fr][C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][N][Ring2][Ring2][N][Ring1][=Branch1][&&][pcu],[:0sulfonic_acid][N][:5benzenediol][N][:0propyl][pop][Branch][:0propyl][:1methyl_amine][FrH0][FrH0][:=1methyl_amine][:3benzenealcohol][N][:5benzenediol][:0propyl][:0benzenediol][:1amide][=P][=P][=P][=P][:=0methyl_amine][:=0methyl_amine][FrH0][:0benzenealcohol][S][#C][:4benzenealcohol][#N][:0propyl][:=1methyl_amine][:=1methyl_amine][:=1methyl_amine][:0propyl][:1pyrimidine][:1pyrimidine][:3benzenealcohol][:#1methyl_amine],CCCOc1c(CNc2ncncc2-c2cccc(O)c2)cccc1Cc1ccc(O)c(-c2c(O)cccc2Oc2c(O)cccc2Oc2cc(CCC)c([Fr])c(OS(=O)O)c2CCC)c1OP=[PH]=[PH]=[PH]=NC[Fr],"[-44.8921592961, 8.767774456447125]",pcu_N183_S=Cc1nn([Fr])cc1C1CN=NN([Fr])C1(C=S)C=S
933,sra_N188_edge99158,[S][C][Branch][C][Branch][:0methyl_amine][Ring1][C][=C][C][FrH0][pop][pop][Cl][pop][Branch][C][FrH0][pop][Cl][.][Fr][C][=C][N][Branch1][=Branch1][C][=C][N][Ring1][=Branch1][Ag][Branch1][N][N][C][C][Branch1][C][Fr][=N][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][Branch1][C][Fr][N][C][=C][Ring1][#Branch1][N][C][C][Branch1][C][Fr][=N][C][=C][Ring1][#Branch1][&&][sra],[S][C][Branch][C][Branch][:0methyl_amine][Ring1][C][=C][C][FrH0][pop][pop][Cl][pop][Branch][C][FrH0][pop][Cl],SC(Cl)(C[Fr])C(Cl)NCC=CC[Fr],"[-6.551777, 0.6440556]",[:0methyl][C][:0benzenediol][=P][FrH0][pop][Ring2][FrH0][pop][Ring1][S][pop][Ring1][Cl][pop][pop][.][Fr][C][=C][N][Branch1][=Branch1][C][=C][N][Ring1][=Branch1][Ag][Branch1][N][N][C][C][Branch1][C][Fr][=N][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][Branch1][C][Fr][N][C][=C][Ring1][#Branch1][N][C][C][Branch1][C][Fr][=N][C][=C][Ring1][#Branch1][&&][sra],[:0methyl][C][:0benzenediol][=P][FrH0][pop][Ring2][FrH0][pop][Ring1][S][pop][Ring1][Cl][pop][pop],CCc1c(O[Fr])cc([Fr])c(S)c1OCl,"[-11.7866876047, 1.0642415838641774]",sra_N188_SC(Cl)(C[Fr])C(Cl)NCC=CC[Fr]
934,srs_N583_edge129338,[Cl][C][=Branch][=C][Branch][:3pyridine][Ring2][Cl][pop][Ring1][FrH0][pop][Ring1][Cl][pop][pop][Cl][pop][FrH0][.][O][=C][Branch1][C][Fr][O][In][Branch2][Ring2][=Branch1][O][C][Branch1][C][Fr][O][In][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][Ring2][Ring1][Ring1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][O][C][Branch1][C][Fr][=O][&&][srs],[Cl][C][=Branch][=C][Branch][:3pyridine][Ring2][Cl][pop][Ring1][FrH0][pop][Ring1][Cl][pop][pop][Cl][pop][FrH0],ClC([Fr])=C(Cl)c1cnc(Cl)c([Fr])c1Cl,"[-8.305527, 0.93661654]",[:0propyl][C][:0benzenediol][:4benzenealcohol][=P][:0benzenediol][pop][Ring1][FrH0][pop][Ring1][C][:0imidazole][Ring2][:1amide][Ring1][FrH0][pop][pop][pop][Ring1][:3pyrimidine][pop][pop][.][O][=C][Branch1][C][Fr][O][In][Branch2][Ring2][=Branch1][O][C][Branch1][C][Fr][O][In][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][Ring2][Ring1][Ring1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][O][C][Branch1][C][Fr][=O][&&][srs],[:0propyl][C][:0benzenediol][:4benzenealcohol][=P][:0benzenediol][pop][Ring1][FrH0][pop][Ring1][C][:0imidazole][Ring2][:1amide][Ring1][FrH0][pop][pop][pop][Ring1][:3pyrimidine][pop][pop],CCCc1c(O)c(-c2ccncn2)c(Cc2ncc(C(=O)N[Fr])[nH]2)c([Fr])c1OPc1c(O)cccc1O,"[-13.7236379807, 1.0469639292745716]",srs_N583_ClC([Fr])=C(Cl)c1cnc(Cl)c([Fr])c1Cl
